Id,course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,runners,Distance,Yards,going,Limit,WinTime,Seconds,speed,others,pos1,position,TotalBtn,Unnamed: 20,distance,CardNo,horsename,Draw,price,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments,Form,Days,CDB,Odds,Decimal,previous_position,days-since,difficulty
44632141,Wolverhampton,44632,0.660416667,Read Katie Walsh On Betway Insider Handicap,,4,4YO plus,11,1m 1f 104y,2084,Standard (AW - Tapeta),80,2m 0.16s,120.16,17.34354194,17.25,6,6,4.75,5,9.5,11,Dubai Emperor,2,4,4,8,5,117,J2Fav,,D M Simcock,Callum Shepherd,,63,"held up, pushed along and headway entering final 2f, no impression final furlong",65-1011,14,CD,45329,3.5,1,14,51
44632121,Kempton,44632,0.8125,Racing TV Conditions Stakes (All-Weather Championships Fast-Track Qualifier),,2,4YO plus,5,1m 7f 218y,3518,Standard / Slow (AW - Polytrack),,3m 25.78s,205.78,17.09592769,17.1,1,1,0,0,0,3,Earlofthecotswolds (FR),5,1.1,8,9,5,131,Fav,,N A Twiston-Davies,L P Keniry,,100,"soon led, pushed along 2f out, quickened clear from over 1f out, stayed on well",231,17,C,45391,2.25,1,17,27
44632139,Wolverhampton,44632,0.611111111,MansionBet Lady Wulfruna Stakes (Listed Race) (All-Weather Championships Fast-Track Qualifier),,1,4YO plus,10,7f 36y,1576,Standard (AW - Tapeta),,1m 26.68s,86.68,18.18181818,18.04,9,9,5.25,5,10.5,8,Fauvette,3,66,5,8,12,124,,,Rae Guest,Callum Shepherd,,86,"towards rear, pushed along 2f out, never a factor",0141-41,23,D,45316,25,1,23,51
44632118,Kempton,44632,0.75,Unibet 3 Uniboosts A Day Conditions Stakes,,4,4YO plus,6,1m 2f 219y,2419,Standard / Slow (AW - Polytrack),,2m 22.84s,142.84,16.9350322,16.94,1,1,0,0,0,2,Figures,1,1.5,4,9,4,130,2Fav,,S & E Crisford,R Coakley,,,"led, headed over 8f out, carried left and led 2f out, edged left entering final furlong, soon edged right and headed narrowly, stayed on, joined lead post",21,17,,45388,1.5,1,17,27
44632135,Sandown,44632,0.673611111,Paddy Power Handicap Chase,c,3,5YO plus,4,3m 37y,5317,Good to Soft (Soft in places),135,6m 37.10s,397.1,13.38957441,13.19,3,3,44.75,45,89.5,2,Flagrant Delitiep (FR),,1.5,7,11,6,160,Fav,,Robert Walford,Stan Sheppard,,134,"tracked leading pair, hit 18th and next, dropped to 4th briefly before 3 out, rallied into 3rd again soon after, soon ridden and beaten, no chance with leading duo",56P221,10,,45327,2.5,1,10,57
44632155,Navan (IRE),44632,0.642361111,Irish Stallion Farms EBF Novice Hurdle,h,,5YO plus,6,2m 6f 90y,4930,Heavy (Soft in places),,6m 6.50s,366.5,13.45156889,13.41,9,9,,9,18,5,Grandero Bello (FR),,14,6,11,4,158,,,E & P Harty,R A Doyle,,,"held up in touch in 5th, dropped to last and pushed along after 5th, trailing when pulled up before 6th",3311,27,,45299,8,1,27,59
44632132,Sandown,44632,0.600694444,Paddy Power Imperial Cup Handicap Hurdle (Grade 3) (GBB Race),h,1,4YO plus,22,1m 7f 216y,3516,Soft,,4m 12.50s,252.5,13.92475248,13.85,3,3,10.75,11,21.5,7,Hacker Des Places (FR),,16,5,10,8,148,,,P F Nicholls,Angus Cheleda,5,133,"chased leaders, pushed along before 2 out, went 3rd at the last, no chance with easy winner",121-641,14,D,45305,14,1,14,57
44632138,Wolverhampton,44632,0.586805556,MansionBet Lincoln Trial Handicap,,2,4YO plus,12,1m 142y,1902,Standard (AW - Tapeta),105,1m 46.19s,106.19,17.91129108,17.7,9,9,9.7,10,19.4,3,Hafeet Alain,7,4.5,6,9,4,130,2Fav,,Ed Walker,R Kingscote,,98,"towards rear, pushed along over 2f out, never on terms",402-231,14,,45331,4.5,1,14,51
44632104,Ayr,44632,0.614583333,Virgin Bet Novices' Hurdle (GBB Race),h,4,4YO plus,7,2m 4f 100y,4500,Soft,,5m 27.10s,327.1,13.75726078,13.73,2,2,5.5,6,11,2,Hasty Brook (FR),,4.5,5,11,7,161,,,Rebecca Menzies,Nathan Moscrop,,,"led until 2nd, led before 4th, not fluent 9th, jumped left 2 out, headed last, no impression on winner flat, just won battle for 2nd",37-1,65,,45294,3,1,65,7
44632124,Lingfield,44632,0.573611111,Betway Handicap,,5,4YO plus,12,1m 4f 1y,2641,Standard (AW - Polytrack),70,2m 30.13s,150.13,17.59142077,17.48,7,7,7.17,7,14.34,4,Helian,10,10,6,9,10,136,,b,Mrs Dunn,L Morris,,70,"chased leaders on outer, pushed along over 3f out, outpaced under 2f out, ran on same pace from over 1f out",0465-21,45,C,45361,3.333333333,1,45,63
44632124,Lingfield,44632,0.573611111,Betway Handicap,,5,4YO plus,12,1m 4f 1y,2641,Standard (AW - Polytrack),70,2m 30.13s,150.13,17.59142077,17.59,1,1,0,0,0,1,Hes A Latchico,1,1.1,4,9,9,135,Fav,,G L Moore,Rhys Clutterbuck,3,73,"disputed lead early, chased leaders after 1f, headway into 2nd over 2f out and soon challenged, led under 2f out, ridden and quickened well 1f out, pushed out and in control closing stages",06/0411,10,D C,45293,2,1,10,63
44632112,Hereford,44632,0.677777778,More Opportunities With RE Recruitment Mares' Handicap Hurdle (Challenger Mares' Hurdle Qual'),h,3,4YO plus,4,2m 53y,3573,Soft (Good to Soft in places),130,4m 2.63s,242.63,14.7261262,14.66,3,3,8.5,9,17,3,Holly Hartingo,,1.75,6,11,2,156,Fav,,A Ralph,Alex Edwards,3,120,"handy, lost place and pushed along 3 out, ridden in 4th after 2 out, kept on one pace",62-11,57,,45389,1.75,1,57,39
44632131,Sandown,44632,0.576388889,"European Breeders' Fund Paddy Power ""National Hunt"" Novices' Handicap Hurdle Final (Grade 3) (GBB)",h,1,4YO to 7YO,17,2m 3f 173y,4353,Soft,,5m 18.30s,318.3,13.67577757,13.2,17,17,86.5,87,173,11,Hometown Hero,,40,7,10,11,151,,t1,D Skelton,Bridget Andrews,,120,"held up off the pace in last pair,",P1/4-521,32,D,45311,20,1,32,57
44632139,Wolverhampton,44632,0.611111111,MansionBet Lady Wulfruna Stakes (Listed Race) (All-Weather Championships Fast-Track Qualifier),,1,4YO plus,10,7f 36y,1576,Standard (AW - Tapeta),,1m 26.68s,86.68,18.18181818,18.07,7,7,3.85,4,7.7,10,Internationalangel,7,7,5,8,12,124,,,Jane Chapple-Hyam,Robert Tart,,100,"dwelt raced wide, held up, ridden 2f out, soon hung right to stand side, never a factor",11111-1,17,D,45296,5,1,17,51
44632155,Navan (IRE),44632,0.642361111,Irish Stallion Farms EBF Novice Hurdle,h,,5YO plus,6,2m 6f 90y,4930,Heavy (Soft in places),,6m 6.50s,366.5,13.45156889,13.41,9,9,,9,18,6,Jaycean,,2.75,5,11,4,158,,,G Elliott,D N Russell,,,"held up in touch in rear, pushed along in 5th 4 out, weakened quickly, pulled up entering straight",1,49,C,45393,2.75,1,49,59
44632131,Sandown,44632,0.576388889,"European Breeders' Fund Paddy Power ""National Hunt"" Novices' Handicap Hurdle Final (Grade 3) (GBB)",h,1,4YO to 7YO,17,2m 3f 173y,4353,Soft,,5m 18.30s,318.3,13.67577757,13.29,16,16,69.5,70,139,3,Jerrash,,20,5,11,7,161,,,G L Moore,J E Moore,,130,"towards rear, pushed along after 3 out, tailed off when awkward 2 out, never on terms",3131,13,D,45303,12,1,13,57
44632128,Lingfield,44632,0.670833333,MansionBet Beaten By A Head Handicap,,6,4YO plus,11,7f 2y,1542,Standard (AW - Polytrack),65,1m 23.94s,83.94,18.37026447,18.19,7,7,6.2,6,12.4,6,Kenstone (FR),3,14,9,9,1,127,,p,A A Wintle,Angus Villiers,3,62,"chased leaders, niggled along under 3f out, lost ground over 2f out, kept on same pace from over 1f out",82844-1,68,D,45331,4.5,1,68,63
44632132,Sandown,44632,0.600694444,Paddy Power Imperial Cup Handicap Hurdle (Grade 3) (GBB Race),h,1,4YO plus,22,1m 7f 216y,3516,Soft,,4m 12.50s,252.5,13.92475248,13.7,12,12,30.9,31,61.8,17,Kihavah,,22,5,10,1,141,,,Adrian Keatley,K Brogan,3,124,"held up towards rear, never on terms",832171,34,D,45305,14,1,34,57
44632134,Sandown,44632,0.649305556,Paddy Power Novices' Handicap Chase (Listed Race) (GBB Race),c,1,5YO plus,6,2m 4f 10y,4410,Good to Soft (Soft in places),,5m 24.80s,324.8,13.57758621,13.58,1,1,0,0,0,6,Killer Kane,,5,7,11,0,154,,t,C L Tizzard,Brendan Powell,,126,"tracked leader, led going well before 2 out, 2 lengths ahead last, idled and hung badly left run-in, hung left again towards finish, kept on",41-3361,29,,45296,5,1,29,57
44632125,Lingfield,44632,0.597916667,Play Coral Racing-Super-Series For Free Novice Stakes (GBB Race),,5,3YO only,10,1m 1y,1761,Standard (AW - Polytrack),,1m 38.61s,98.61,17.85822939,17.86,1,1,0,0,0,2,King Of Time,3,0.363636364,3,9,9,135,Fav,,C Appleby,W Buick,,,"chased leaders, shaken up in 3rd over 2f out and soon switched right, closed to challenge over 1f out and soon led, pushed out and well on top close home",1,14,CD,45576,1.1,1,14,63
44632131,Sandown,44632,0.576388889,"European Breeders' Fund Paddy Power ""National Hunt"" Novices' Handicap Hurdle Final (Grade 3) (GBB)",h,1,4YO to 7YO,17,2m 3f 173y,4353,Soft,,5m 18.30s,318.3,13.67577757,13.4,14,14,49,49,98,10,Kingofthewest,,11,6,10,8,148,,t,D Pipe,Fergus Gillard,3,120,"raced out wide in mid-division, weakened before 2 out",2-121,15,D,45301,10,1,15,57
44632138,Wolverhampton,44632,0.586805556,MansionBet Lincoln Trial Handicap,,2,4YO plus,12,1m 142y,1902,Standard (AW - Tapeta),105,1m 46.19s,106.19,17.91129108,17.59,11,11,14.7,15,29.4,1,La Tihaty,12,3.333333333,4,9,5,131,Fav,,R Varian,Saffie Osborne,5,104,"raced wide in touch, pushed along and weakened over 2f out",40849,34,,45388,1.5,1,34,51
44632101,Ayr,44632,0.541666667,Virgin Bet Mares' Handicap Hurdle (Go North Lady Buttons Series Qual') (The Ayrshire Yeomanry Cup),h,4,4YO plus,9,2m 5f 91y,4711,Soft,120,5m 42.70s,342.7,13.74671725,13.7,3,3,8.75,9,17.5,10,Lissen To The Lady,,6,8,9,12,138,,p,Miss S E Forster,Miss J Walton,5,93,"chased leaders on outside, not fluent 2nd, slow 3rd, outpaced after 9th, rallied before last, went 3rd towards finish",865601,22,,45294,3,1,22,7
44632132,Sandown,44632,0.600694444,Paddy Power Imperial Cup Handicap Hurdle (Grade 3) (GBB Race),h,1,4YO plus,22,1m 7f 216y,3516,Soft,,4m 12.50s,252.5,13.92475248,13.86,2,2,9,9,18,20,Lively Citizen,,28,7,9,8,134,,,D J Jeffreys,Archie Bellamy,7,121,"towards rear of mid-division, headway out wide chasing leaders before 3 out, led 2 out, ridden and headed before the last, stayed on same pace, no chance with winner",33-31P1,38,D,45307,16,1,38,57
44632133,Sandown,44632,0.625,British Stallion Studs EBF Mares' Standard Open National Hunt Flat Race (Listed Race) (GBB Race),b,1,4YO to 6YO,12,1m 7f 216y,3516,Soft,,4m 12.70s,252.7,13.9137317,13.91,1,1,0,0,0,12,Luccia,,3.5,4,10,4,144,2Fav,,N J Henderson,Nico de Boinville,,,"tracked leaders on inside, led going well 3f out, came clear over 1f out, very easily",1,56,D,45298,7,1,56,57
44632117,Kempton,44632,0.729166667,Unibet Supporting Safe Gambling Handicap,,3,4YO plus,7,5f,1100,Standard / Slow (AW - Polytrack),95,0m 59.37s,59.37,18.52787603,18.41,3,3,2.95,3,5.9,7,Lucky Ava,1,2.5,4,8,13,125,Fav,,C N Allen,M Dwyer,,77,"prominent, pushed along and lost second over 1f out, kept on one pace final furlong",1323-31,37,D,45393,2.75,1,37,27
44632128,Lingfield,44632,0.670833333,MansionBet Beaten By A Head Handicap,,6,4YO plus,11,7f 2y,1542,Standard (AW - Polytrack),65,1m 23.94s,83.94,18.37026447,18.22,6,6,5.2,5,10.4,2,Mashaan,8,1.375,4,9,7,133,Fav,,Alice Haynes,K T ONeill,,65,"disputed lead at strong pace, led over 4f out, pushed along and pressed over 2f out, ridden over 1f out, headed inside final furlong and weakened closing stages",30-8631,8,CD,45519,1.875,1,8,63
44632132,Sandown,44632,0.600694444,Paddy Power Imperial Cup Handicap Hurdle (Grade 3) (GBB Race),h,1,4YO plus,22,1m 7f 216y,3516,Soft,,4m 12.50s,252.5,13.92475248,13.69,14,14,32.05,32,64.1,5,Mick Maestro (FR),,50,9,11,1,155,,,Nick Kent,Charlie Hammond,,135,"tracked leader, pushed along and lost 2nd before 2 out, chased leaders, weakened quickly after 2 out",9-40611,26,D,45316,25,1,26,57
44632132,Sandown,44632,0.600694444,Paddy Power Imperial Cup Handicap Hurdle (Grade 3) (GBB Race),h,1,4YO plus,22,1m 7f 216y,3516,Soft,,4m 12.50s,252.5,13.92475248,13.8,8,8,16.9,17,33.8,21,Monviel,,22,5,10,1,141,,,P J Hobbs,T J OBrien,,121,"off the pace towards rear, plugging on but no chance when mistake last",6611,23,CD,45305,14,1,23,57
44632132,Sandown,44632,0.600694444,Paddy Power Imperial Cup Handicap Hurdle (Grade 3) (GBB Race),h,1,4YO plus,22,1m 7f 216y,3516,Soft,,4m 12.50s,252.5,13.92475248,13.73,11,11,27.4,27,54.8,15,Mr Grey Sky,,16,8,10,6,146,,,K C Bailey,David Bass,,126,"led until pushed along and headed before 2 out, weakened quickly",3/33-511,17,D,45299,8,1,17,57
44632133,Sandown,44632,0.625,British Stallion Studs EBF Mares' Standard Open National Hunt Flat Race (Listed Race) (GBB Race),b,1,4YO to 6YO,12,1m 7f 216y,3516,Soft,,4m 12.70s,252.7,13.9137317,13.71,4,4,27.75,28,55.5,3,Mullenbeg,,1.375,5,11,4,158,Fav,h,M F Harris,Mitchell Bastyan,,122,"held up towards rear, headway chasing leaders over 3f out, 3rd and one pace over 1f out, weakened into 4th inside final furlong",3-211,42,D,45389,1.75,1,42,57
44632133,Sandown,44632,0.625,British Stallion Studs EBF Mares' Standard Open National Hunt Flat Race (Listed Race) (GBB Race),b,1,4YO to 6YO,12,1m 7f 216y,3516,Soft,,4m 12.70s,252.7,13.9137317,13.55,9,9,50.5,51,101,10,Nifty Getaway,,28,6,11,0,154,,,Archie Watson,Nick Scholfield,,,"chased leaders, weakened inside final 3",P-F31,25,D,45311,20,1,25,57
44632136,Sandown,44632,0.697916667,"Paddy Power ""3 Sleeps To Cheltenham"" Handicap Chase (Challenger Middle Distance Chase Series Qual')",c,3,5YO plus,6,2m 4f 10y,4410,Good to Soft (Soft in places),130,5m 27.85s,327.85,13.45127345,13.45,2,2,0.2,0,0.4,3,Nocte Volatus,,1.875,7,11,11,165,Fav,t,Tom Lacey,Stan Sheppard,,129,"led and mostly jumped well, over 1 length ahead when awkward last, strongly pressed run-in, headed and no extra towards finish",F1R1F1,6,D,45293,2,1,6,57
44632138,Wolverhampton,44632,0.586805556,MansionBet Lincoln Trial Handicap,,2,4YO plus,12,1m 142y,1902,Standard (AW - Tapeta),105,1m 46.19s,106.19,17.91129108,17.91,1,1,0,0,0,8,Notre Belle Bete,11,5,4,8,7,119,,,A M Balding,David Probert,,87,"raced wide tracked leaders, ridden and headway over 1f out, ran on to lead close home",29322-1,28,,45301,10,1,28,51
44632131,Sandown,44632,0.576388889,"European Breeders' Fund Paddy Power ""National Hunt"" Novices' Handicap Hurdle Final (Grade 3) (GBB)",h,1,4YO to 7YO,17,2m 3f 173y,4353,Soft,,5m 18.30s,318.3,13.67577757,13.43,13,13,43.5,44,87,9,Our Jet,,6,6,10,13,153,2Fav,t,D Skelton,Harry Skelton,,122,"off the pace in last pair, never",40603,35,D,45337,7.5,1,35,57
44632127,Lingfield,44632,0.646527778,MansionBet Proud Partners Of The AWC Handicap,,2,4YO plus,5,7f 1y,1541,Standard (AW - Polytrack),105,1m 22.77s,82.77,18.61785671,18.51,3,3,3.45,3,6.9,4,Papa Stour (USA),3,6.5,7,8,6,118,,t,S C Williams,Hayley Turner,,88,"tracked leader, shaken up under 2f out, ridden and every chance over 1f out, losing ground in 3rd when short of room inside final furlong",1452-11,24,D,45391,2.25,1,24,63
44632131,Sandown,44632,0.576388889,"European Breeders' Fund Paddy Power ""National Hunt"" Novices' Handicap Hurdle Final (Grade 3) (GBB)",h,1,4YO to 7YO,17,2m 3f 173y,4353,Soft,,5m 18.30s,318.3,13.67577757,13.62,5,5,9.5,10,19,5,Peejaybee (FR),,9,6,11,6,160,,,Richard Spencer,James Bowen,,129,"chased leaders, ridden before last, weakened run-in",1-13211,16,CD,45299,8,1,16,57
44632111,Hereford,44632,0.653472222,Richard Llewellyn 30th Birthday Handicap Chase,c,3,5YO plus,5,2m 8y,3528,Soft (Good to Soft in places),140,4m 4.00s,244,14.45901639,14.46,1,1,0,0,0,2,Prince Escalus,,1.25,7,11,7,161,Fav,,Jonjo ONeill,Jonjo ONeill Jr.,,133,"made all, jumped slightly left throughout, went clear after 2 out, unchallenged",513-321,40,CD,45418,1.2,1,40,39
44632116,Kempton,44632,0.708333333,Unibet Horserace Betting Operator Of The Year Handicap,,6,4YO plus,7,5f,1100,Standard / Slow (AW - Polytrack),60,0m 59.77s,59.77,18.40388155,18.38,2,2,0.5,1,1,3,Q Twenty Boy,4,6,7,9,4,130,,,M D I Usher,Hollie Doyle,,58,"keen in touch, pushed along halfway, ridden and headway entering final furlong, stayed on towards finish",22/17-61,26,D,45391,2.25,1,26,27
44632157,Navan (IRE),44632,0.690972222,Irish Stallion Farms EBF Novice Handicap Chase Final (Grade B),c,,5YO plus,11,3m,5280,Soft (Heavy in places),,6m 39.90s,399.9,13.20330083,13.18,2,2,4.25,4,8.5,6,Regina Dracones,,14,7,10,7,147,,,T Gibney,J B Foley,5,124,"tracked leaders on outer, 3rd 3 out, ridden in 2nd before next, no impression on winner before last, kept on under pressure inside final furlong",3-U1171,14,D,45297,6,1,14,59
44632147,Gowran Park (IRE),44632,0.631944444,Xenon Handicap Hurdle,h,,4YO plus,19,2m 3f 170y,4350,Heavy,109,5m 50.40s,350.4,12.41438356,12.24,8,8,37.7,38,75.4,5,Rock Of Tuskar,,6.5,6,11,5,159,,p,P Nolan,R Deegan,3,102,"led, headed before 3rd, 2nd after 5th, improved to lead before 3 out, headed and ridden before 2 out, weakened quickly after 2 out",315591,39,,45296,5,1,39,79
44632118,Kempton,44632,0.75,Unibet 3 Uniboosts A Day Conditions Stakes,,4,4YO plus,6,1m 2f 219y,2419,Standard / Slow (AW - Polytrack),,2m 22.84s,142.84,16.9350322,16.94,1,1,0,0,0,1,Seven Pockets,5,0.909090909,5,9,9,135,Fav,,R Varian,Jefferson Smith,,,"chased leaders, ridden over 2f out, stayed on from over 1f out, led narrowly inside final furlong, joined post",6/U-1,33,,45517,1.625,1,33,27
44632158,Navan (IRE),44632,0.715277778,Meath Farm Machinery Handicap Chase,c,,5YO plus,10,2m 1f,3740,Soft (Heavy in places),,4m 49.60s,289.6,12.91436464,12.88,3,3,6.25,6,12.5,3,Spare Brakes,,5.5,12,11,7,161,,t Â Â p,R Tyner,P T Enright,,109,"tracked leaders, jumped right at 2nd, slow 3rd, improved into 2nd travelling well after 3 out, ridden and disputed 2nd 2 out, 2nd at last, no impression on winner after last, 3rd close home",9P-7531,39,CD,45298,7,1,39,59
44632110,Hereford,44632,0.629166667,Harrison Clark Rickerbys Business Club Novices' Handicap Chase (GBB Race),c,4,5YO plus,6,2m 4f 194y,4594,Soft (Good to Soft in places),120,5m 27.99s,327.99,14.00652459,13.71,5,5,53.5,54,107,6,Star of Rory,,3,8,11,2,156,2Fav,t,J Groucott,Lee Edwards,,107,"not fluent 1st in rear, ridden before 12th, soon beaten, always behind",783U21,11,D,45294,3,1,11,39
44632127,Lingfield,44632,0.646527778,MansionBet Proud Partners Of The AWC Handicap,,2,4YO plus,5,7f 1y,1541,Standard (AW - Polytrack),105,1m 22.77s,82.77,18.61785671,18.51,4,4,3.65,4,7.3,2,Stone Soldier,2,2.75,5,9,4,130,2Fav,p,Archie Watson,L Morris,,100,"chased leaders, pushed along over 2f out, dropped to last under 2f out, ridden over 1f out, ran on again final furlong",31U-251,9,D,45293,2,1,9,63
44632127,Lingfield,44632,0.646527778,MansionBet Proud Partners Of The AWC Handicap,,2,4YO plus,5,7f 1y,1541,Standard (AW - Polytrack),105,1m 22.77s,82.77,18.61785671,18.62,1,1,0,0,0,3,Tadreeb,5,1.2,4,8,7,119,Fav,,M J Attwater,William Carson,,89,"restrained start and held up in last, headway on outer over 2f out, ridden to challenge over 1f out, bumped inside final furlong but soon quickened to lead, on top close home",3417-41,21,CD,45329,3.5,1,21,63
44632116,Kempton,44632,0.708333333,Unibet Horserace Betting Operator Of The Year Handicap,,6,4YO plus,7,5f,1100,Standard / Slow (AW - Polytrack),60,0m 59.77s,59.77,18.40388155,18.4,1,1,0,0,0,6,The Defiant,2,1.875,6,9,2,128,Fav,t,D Steele,Joshua Bryan,,56,"made all, driven out",4744-71,7,D,45295,4,1,7,27
44632131,Sandown,44632,0.576388889,"European Breeders' Fund Paddy Power ""National Hunt"" Novices' Handicap Hurdle Final (Grade 3) (GBB)",h,1,4YO to 7YO,17,2m 3f 173y,4353,Soft,,5m 18.30s,318.3,13.67577757,13.59,9,9,15,15,30,4,Thunder Rock,,8,6,11,6,160,,,Olly Murphy,Adrian Heskin,,129,"held up in mid-division, headway on inside approaching 2 out, weakened after 2 out",31-2111,30,D,45335,6.5,1,30,57
44632121,Kempton,44632,0.8125,Racing TV Conditions Stakes (All-Weather Championships Fast-Track Qualifier),,2,4YO plus,5,1m 7f 218y,3518,Standard / Slow (AW - Polytrack),,3m 25.78s,205.78,17.09592769,16.87,5,5,20.25,20,40.5,5,Trinity Girl,4,12,5,9,0,126,,,Jessica Macey,Thore Hammer Hansen,,82,"raced keenly in last pair, last and pushed along 4f out, weakened over 2f out",274-211,23,D,45303,12,1,23,27
44632103,Ayr,44632,0.590277778,Virgin Bet Free Bets For Winners Handicap Chase (Go North One Man Series Qualifier),c,4,5YO plus,5,2m 4f 110y,4510,Soft,120,5m 36.50s,336.5,13.40267459,13.36,9,9,,9,18,4,Victory Echo,,7,9,11,2,156,,t Â Â b,M A Barnes,C OFarrell,,108,"jumped right, chased leader after 5th, lost place 13th, tailed off 4 out, pulled up after",552631,36,D C,45294,3,1,36,7
44632112,Hereford,44632,0.677777778,More Opportunities With RE Recruitment Mares' Handicap Hurdle (Challenger Mares' Hurdle Qual'),h,3,4YO plus,4,2m 53y,3573,Soft (Good to Soft in places),130,4m 2.63s,242.63,14.7261262,14.7,2,2,3.75,4,7.5,1,Voice Of Calm,,3.5,6,11,5,159,,t,Miss E C Lavelle,J A Anderson,7,127,"tracked leader, led 2 out, ridden and pressed home turn, headed approaching last, kept on, always held",102221,52,D,45391,2.25,1,52,39
44632139,Wolverhampton,44632,0.611111111,MansionBet Lady Wulfruna Stakes (Listed Race) (All-Weather Championships Fast-Track Qualifier),,1,4YO plus,10,7f 36y,1576,Standard (AW - Tapeta),,1m 26.68s,86.68,18.18181818,18.04,8,8,5.1,5,10.2,7,Volatile Analyst (USA),6,11,5,9,3,129,,h,K Dalgleish,Callum Rodriguez,,102,"towards rear, pushed along 2f out, never near leaders",70155-1,64,CD,45301,10,1,64,51
44632137,Wolverhampton,44632,0.563194444,Betway Handicap,,2,4YO plus,9,6f 20y,1340,Standard (AW - Tapeta),105,1m 12.94s,72.94,18.37126405,18.37,1,1,0,0,0,8,Whittle Le Woods,2,4,4,7,13,111,2Fav,p,M Appleby,Theodore Ladd,3,83,"keen led 1f, tracked leaders, ridden to lead again just inside final furlong, ran on",121421,7,D C,45296,5,1,7,51
44633120,Limerick (IRE),44633,0.701388889,BetVictor Handicap Chase,c,,5YO plus,9,3m 120y,5400,Heavy (Soft to Heavy in places),,7m 17.50s,437.5,12.34285714,12.34,1,1,0,0,0,2,Balkito (FR),,3.5,7,11,9,163,CFav,p,Barry Connell,E Walsh,5,116,"tracked leaders, 2nd halfway, disputed lead 5 out, led next, pushed along and pressed before last, ridden and edged left run-in, kept on well, asserted close home",060PF1,17,D,45517,1.625,1,17,13
44633111,Warwick,44633,0.663194444,Join Racing TV Now Handicap Chase,c,3,5YO plus,8,3m 5f 54y,6434,Good to Soft (Soft in places),125,7m 53.30s,473.3,13.59391506,13.48,5,5,29.25,29,58.5,6,Boughtbeforelunch,,8,9,11,4,158,,p,P R Webber,R P McLernon,,117,"prominent, led 5th, hung right and headed before 13th, weakened from 2 out",2PFP31,24,,45329,3.5,1,24,41
44633115,Limerick (IRE),44633,0.579861111,Irish Wire Products Irish EBF Shannon Spray Mares Novice Hurdle (Grade 3),h,1,4YO plus,12,2m 6f,4840,Heavy (Soft to Heavy in places),,6m 11.60s,371.6,13.0247578,12.91,5,5,23.75,24,47.5,1,Brampton Belle,,3.5,6,11,2,156,Fav,,H de Bromhead,Rachael Blackmore,,123,"tracked leaders, 3rd halfway, headway after 3 out and challenged entering straight, soon pushed along and no impression, 5th 2 out, no extra",5151,19,,45294,3,1,19,13
44633113,Warwick,44633,0.711805556,Visit racingtv.com Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),b,5,4YO to 6YO,7,2m,3520,Good to Soft (Soft in places),,3m 51.60s,231.6,15.19861831,15.09,2,2,13,13,26,2,Everyonesgame,,3.333333333,5,11,3,157,2Fav,,C E Longsdon,Mr B Roberts,7,,"made most until 2f out, soon no chance with winner, kept on",21,61,D,45329,3.5,1,61,41
44633110,Warwick,44633,0.638888889,"Micky Boughey, Cobblers To 'Em All Handicap Hurdle (Challenger Stayers Hurdle Series Qualfier)",h,3,4YO plus,8,3m 2f,5720,Good to Soft (Soft in places),135,6m 43.50s,403.5,14.17596035,14.13,9,9,,9,18,8,Guillemot (FR),,2.5,6,10,7,147,Fav,v,H D Daly,T J OBrien,,114,"disputed lead, pushed along when not fluent 7th, soon dropped out, behind before 8th, soon pulled up",3-82FP1,22,,45361,3.333333333,1,22,41
44633123,Naas (IRE),44633,0.597222222,Bar One Racing Kingsfurze Novice Hurdle (Grade 3),h,1,4YO plus,8,1m 7f 80y,3380,Soft (Heavy in places),,4m 0.10s,240.1,14.07746772,14.08,1,1,0,0,0,4,Highland Charge,,10,7,11,1,155,,,N Meade,S W Flanagan,,,"tracked leader, mistake 2nd, disputed before 2 out, ridden and edged left before last, led closing stages, edged slightly left and slightly bumped rival, all out",14-6221,14,CD,45335,6.5,1,14,70
44633110,Warwick,44633,0.638888889,"Micky Boughey, Cobblers To 'Em All Handicap Hurdle (Challenger Stayers Hurdle Series Qualfier)",h,3,4YO plus,8,3m 2f,5720,Good to Soft (Soft in places),135,6m 43.50s,403.5,14.17596035,14.01,5,5,36.75,37,73.5,5,In Rem (FR),,2.75,7,10,10,150,2Fav,,Mrs J Williams,Chester Williams,3,120,"in rear but in touch, ridden and effort before 8th, not fluent and struggling 4 out, well beaten after 3 out",5-11111,29,CD,45293,2,1,29,41
44633126,Naas (IRE),44633,0.670138889,BAR ONE RACING Directors Plate Novice Chase (Grade 3),c,1,5YO plus,4,2m 4f 90y,4490,Heavy,,5m 46.50s,346.5,12.95815296,12.82,3,3,28.75,29,57.5,4,Jeremys Flame,,1,8,10,10,150,Fav,h,G P Cromwell,L P Dempsey,,142,"disputed, led before 2nd, ridden and joined before 2 out, headed after 2 out, no extra in 3rd last, weakened run-in",232121,17,C,45292,1,1,17,70
